0.62892,-0.77095,12.98,0.5948,-0.326,0.7348
0.95977,-0.26222,17.936,0.5948,-0.326,0.7348
0.65956,-1.2751,13.053,0.5729,0.8076,0.14
1.2775,-0.65478,18.009,0.5729,0.8076,0.14
0.15382,-1.3058,13.125,0.8546,0.2175,0.4715
0.88374,-0.97357,18.081,0.8546,0.2175,0.4715
0.12319,-0.80169,13.198,-0.5769,0.8107,-0.0997
0.56596,-0.58101,18.154,-0.5769,0.8107,-0.0997
0.6168,-1.0614,13.27,0.2829,0.9558,-0.0802
1.1186,-0.50569,18.226,0.2829,0.9558,-0.0802
0.39033,-1.1202,13.343,-0.9583,0.2818,-0.0479
0.96843,-0.6851,18.299,-0.9583,0.2818,-0.0479
-0.061599,-1.0528,13.415,-0.4974,0.8667,-0.0374
0.56138,-0.89271,18.371,-0.4974,0.8667,-0.0374
0.16487,-0.99396,13.488,-0.5427,0.8338,-0.1016
0.71158,-0.7133,18.444,-0.5427,0.8338,-0.1016
0.58267,-1.0997,13.561,-0.9508,0.3038,0.06
1.1131,-0.55671,18.517,-0.9508,0.3038,0.06
0.94585,-1.2068,13.633,-0.0508,0.9971,0.0562
1.4709,-0.43287,18.589,-0.0508,0.9971,0.0562
0.60462,-1.4381,13.706,-0.8224,0.5113,0.2496
1.3275,-0.81941,18.662,-0.8224,0.5113,0.2496
0.24144,-1.3311,13.778,-0.0455,0.9957,0.0808
0.96975,-0.94326,18.734,-0.0455,0.9957,0.0808
0.64925,-1.3778,13.851,-0.0717,0.8854,-0.4592
1.3288,-0.74441,18.807,-0.0717,0.8854,-0.4592
0.39059,-1.6624,13.923,-0.1421,0.5088,0.8491
1.2836,-1.1263,18.879,-0.1421,0.5088,0.8491
-0.042256,-1.5381,13.996,0.1167,0.9928,0.0287
0.85909,-1.2766,18.952,0.1167,0.9928,0.0287
0.21641,-1.2536,14.068,-0.1468,0.7947,0.589
0.90434,-0.89469,19.024,-0.1468,0.7947,0.589
0.55308,-1.5931,14.141,-0.218,0.4671,0.8569
1.3756,-0.97553,19.097,-0.218,0.4671,0.8569
0.71438,-1.526,14.214,-0.0262,0.9878,0.1534
